facility_name,city,state,industry_sector,year,predicted_emissions
Ultramar Inc Wilmington Refinery,Wilmington,CA,"Petroleum Product Suppliers,Refineries",2020,924345.251745
Umass Medical School,Worcester,MA,Other,2018,84366.19204040004
Umass Medical School,Worcester,MA,Other,2019,86440.77346000001
Umass Medical School,Worcester,MA,Other,2020,85408.5935903
Umass Physical Plant Building,Amherst,MA,Other,2018,112455.11542000005
Umass Physical Plant Building,Amherst,MA,Other,2019,105755.36662
Umass Physical Plant Building,Amherst,MA,Other,2020,104863.25955399993
Unimin Lime Llc Dba Southern Lime,Calera,AL,Minerals,2018,348849.5701200001
Unimin Lime Llc Dba Southern Lime,Calera,AL,Minerals,2019,359985.2099219998
Unimin Lime Llc Dba Southern Lime,Calera,AL,Minerals,2020,329772.12980000005
Union Carbide Corporation-Institute,Institute,WV,Chemicals,2018,107704.99353809994
Union Carbide Corporation-Institute,Institute,WV,Chemicals,2019,105456.78225999995
Union Carbide Corporation-Institute,Institute,WV,Chemicals,2020,108901.63191819997
Union Carbide Texas City,Texas City,TX,Chemicals,2018,15953.58483170001
Union Carbide Texas City,Texas City,TX,Chemicals,2019,15213.590140000002
Union Carbide Texas City,Texas City,TX,Chemicals,2020,15000.544039999999
Union Church Station,Union Church,MS,Petroleum And Natural Gas Systems,2018,45210.683540000005
Union Church Station,Union Church,MS,Petroleum And Natural Gas Systems,2019,39855.84372
Union Church Station,Union Church,MS,Petroleum And Natural Gas Systems,2020,32894.36984099999
Union County Recycling And Disposal,El Dorado,AR,Waste,2018,31716.935719999998
Union County Recycling And Disposal,El Dorado,AR,Waste,2019,30613.121025899993
Union County Recycling And Disposal,El Dorado,AR,Waste,2020,29737.03186000001
Union County Regional Msw Landfill,Enoree,SC,Waste,2018,173031.51993000004
Union County Regional Msw Landfill,Enoree,SC,Waste,2019,173254.39697599996
Union County Regional Msw Landfill,Enoree,SC,Waste,2020,170121.66913999998
Union County Resource Recovery Facility,Rahway,NJ,Waste,2018,184594.5069800001
Union County Resource Recovery Facility,Rahway,NJ,Waste,2019,194090.88599000007
Union County Resource Recovery Facility,Rahway,NJ,Waste,2020,186794.9849000001
Union Elec Harmon Creek Plt,Burgettstown,PA,Metals,2018,38443.9188
Union Elec Harmon Creek Plt,Burgettstown,PA,Metals,2019,44912.21707000002
Union Elec Harmon Creek Plt,Burgettstown,PA,Metals,2020,43954.68544000002
Union Parish Sanitary Landfill,Farmerville,LA,Waste,2018,67883.05124
Union Parish Sanitary Landfill,Farmerville,LA,Waste,2019,65700.02216000001
Union Parish Sanitary Landfill,Farmerville,LA,Waste,2020,64936.73552
Union Power Station,El Dorado,AR,Power Plants,2018,3617683.4863000005
Union Power Station,El Dorado,AR,Power Plants,2019,3400855.4155800007
Union Power Station,El Dorado,AR,Power Plants,2020,3593743.8610200007
Uniontown,Lemont Furnace,PA,Petroleum And Natural Gas Systems,2018,27591.864500000003
Uniontown,Lemont Furnace,PA,Petroleum And Natural Gas Systems,2019,29210.223640000004
Uniontown,Lemont Furnace,PA,Petroleum And Natural Gas Systems,2020,28675.558499999992
Unionville Storage Compressor Station,Dubach,LA,Petroleum And Natural Gas Systems,2018,24964.721540000006
Unionville Storage Compressor Station,Dubach,LA,Petroleum And Natural Gas Systems,2019,28297.942059999998
Unionville Storage Compressor Station,Dubach,LA,Petroleum And Natural Gas Systems,2020,26877.09282000001
Unisea - Dutch Harbor,Dutch Harbor,AK,Other,2018,36674.30404000002
Unisea - Dutch Harbor,Dutch Harbor,AK,Other,2019,36434.09761999999
Unisea - Dutch Harbor,Dutch Harbor,AK,Other,2020,36253.44816
"United Airlines, Inc.",San Francisco,CA,Other,2018,25795.756939999996
"United Airlines, Inc.",San Francisco,CA,Other,2019,26218.01781999998
"United Airlines, Inc.",San Francisco,CA,Other,2020,25922.955299999983
United Dairymen Of Arizona - Dairy,Tempe,AZ,Other,2018,49698.6766049
United Dairymen Of Arizona - Dairy,Tempe,AZ,Other,2019,48610.44365210002
United Dairymen Of Arizona - Dairy,Tempe,AZ,Other,2020,46210.235863700014
"United Ethanol, Llc",Milton,WI,Other,2018,85573.17243050004
"United Ethanol, Llc",Milton,WI,Other,2019,83976.16766020002
"United Ethanol, Llc",Milton,WI,Other,2020,85050.92944750004
United Refining Company,Warren,PA,"Chemicals,Refineries",2018,556034.9849629997
United Refining Company,Warren,PA,"Chemicals,Refineries",2019,583055.6426199996
United Refining Company,Warren,PA,"Chemicals,Refineries",2020,579435.0030449996
United Refuse Landfill,Fort Wayne,IN,Waste,2018,25061.389299999988
United Refuse Landfill,Fort Wayne,IN,Waste,2019,26172.0627
United Refuse Landfill,Fort Wayne,IN,Waste,2020,24212.35774000001
United States Department Of Energy,Kansas City,MO,Other,2018,10780.674391629997
United States Department Of Energy,Kansas City,MO,Other,2019,13412.027459380006
United States Department Of Energy,Kansas City,MO,Other,2020,14076.227623940005
United States Gypsum Company Of Sweetwater,Sweetwater,TX,Minerals,2018,61666.49833999996
United States Gypsum Company Of Sweetwater,Sweetwater,TX,Minerals,2019,62770.1847516
United States Gypsum Company Of Sweetwater,Sweetwater,TX,Minerals,2020,60942.78231999998
United States Pipe & Foundry Co Llc,Union City,CA,Metals,2018,54716.27568000003
United States Pipe & Foundry Co Llc,Union City,CA,Metals,2019,48986.596763400004
United States Pipe & Foundry Co Llc,Union City,CA,Metals,2020,50197.06420550002
"United States Pipe And Foundry Company, Llc",Bessemer,AL,Metals,2018,153598.26139999996
"United States Pipe And Foundry Company, Llc",Bessemer,AL,Metals,2019,155483.05503999998
"United States Pipe And Foundry Company, Llc",Bessemer,AL,Metals,2020,148588.85398899988
United Taconite Llc - Fairlane Plant,Forbes,MN,Metals,2018,280054.1593479998
United Taconite Llc - Fairlane Plant,Forbes,MN,Metals,2019,275194.57718300004
United Taconite Llc - Fairlane Plant,Forbes,MN,Metals,2020,289727.92295299994
United Wisconsin Grain Producers Llc,Friesland,WI,Other,2018,89269.25911170003
United Wisconsin Grain Producers Llc,Friesland,WI,Other,2019,85932.0005876
United Wisconsin Grain Producers Llc,Friesland,WI,Other,2020,82149.5609101
Univ Of Iowa Main Pwr Plant,Iowa City,IA,Other,2018,149459.22744499997
Univ Of Iowa Main Pwr Plant,Iowa City,IA,Other,2019,149059.66668000002
Univ Of Iowa Main Pwr Plant,Iowa City,IA,Other,2020,148283.13263900005
Univ Of Ok Health S/Okc Campus Svcs,Oklahoma City,OK,Other,2018,39211.75450700002
Univ Of Ok Health S/Okc Campus Svcs,Oklahoma City,OK,Other,2019,39650.38871999998
Univ Of Ok Health S/Okc Campus Svcs,Oklahoma City,OK,Other,2020,39813.62613999997
Universal Stainless Bridgeville Plt,Bridgeville,PA,Metals,2018,43269.11718830001
Universal Stainless Bridgeville Plt,Bridgeville,PA,Metals,2019,47908.19411000004
Universal Stainless Bridgeville Plt,Bridgeville,PA,Metals,2020,46467.09845999998
University Of Alaska Fairbanks,Fairbanks,AK,Other,2018,136770.69678600004
University Of Alaska Fairbanks,Fairbanks,AK,Other,2019,135637.93107999998
University Of Alaska Fairbanks,Fairbanks,AK,Other,2020,134976.10241999992
University Of Arizona,Tucson,AZ,Other,2018,81065.72757940002
University Of Arizona,Tucson,AZ,Other,2019,80099.68740120002
University Of Arizona,Tucson,AZ,Other,2020,73233.76893680003
University Of Arkansas,Fayetteville,AR,Other,2018,34414.15101999999
University Of Arkansas,Fayetteville,AR,Other,2019,34720.12931999999
University Of Arkansas,Fayetteville,AR,Other,2020,40128.53721999998
University Of California Davis,Davis,CA,Other,2018,58987.15409999992
University Of California Davis,Davis,CA,Other,2019,59692.72629479997
University Of California Davis,Davis,CA,Other,2020,59910.30856
University Of California San Diego,La Jolla,CA,Other,2018,144556.63844999994
University Of California San Diego,La Jolla,CA,Other,2019,145682.58737
University Of California San Diego,La Jolla,CA,Other,2020,143424.83140700002
University Of California Santa Cruz,Santa Cruz,CA,Other,2018,27308.498959999986
University Of California Santa Cruz,Santa Cruz,CA,Other,2019,26879.066200000005
University Of California Santa Cruz,Santa Cruz,CA,Other,2020,28566.836199999983
"University Of California, Irvine",Irvine,CA,Other,2018,72719.85878000001
"University Of California, Irvine",Irvine,CA,Other,2019,72090.37892000003
"University Of California, Irvine",Irvine,CA,Other,2020,73538.64168000006
"University Of California, Los Angeles",Los Angeles,CA,Other,2018,222361.08686000007
"University Of California, Los Angeles",Los Angeles,CA,Other,2019,215196.95720000006
"University Of California, Los Angeles",Los Angeles,CA,Other,2020,207149.90963800013
"University Of California, San Francisco - Parnassus Campus",San Francisco,CA,Other,2018,58270.12315999998
"University Of California, San Francisco - Parnassus Campus",San Francisco,CA,Other,2019,81084.81733999994
"University Of California, San Francisco - Parnassus Campus",San Francisco,CA,Other,2020,68815.2913779
University Of Chicago,Chicago,IL,Other,2018,107002.37156999997
University Of Chicago,Chicago,IL,Other,2019,109623.07001400001
University Of Chicago,Chicago,IL,Other,2020,111100.22587999994
University Of Cincinnati,Cincinnati,OH,Other,2018,147211.10577500006
University Of Cincinnati,Cincinnati,OH,Other,2019,148357.62862000006
University Of Cincinnati,Cincinnati,OH,Other,2020,149325.86362000005
University Of Colorado Boulder - Utility Services,Boulder,CO,Power Plants,2018,27200.656590000013
University Of Colorado Boulder - Utility Services,Boulder,CO,Power Plants,2019,26809.609800000024
University Of Colorado Boulder - Utility Services,Boulder,CO,Power Plants,2020,24927.993999999995
University Of Connecticut,Storrs Mansfield,CT,Other,2018,90591.97913979998
University Of Connecticut,Storrs Mansfield,CT,Other,2019,86115.019816
University Of Connecticut,Storrs Mansfield,CT,Other,2020,93880.66089750001
University Of Delaware,Newark,DE,Other,2018,411767.97642000025
University Of Delaware,Newark,DE,Other,2019,432898.18687100016
University Of Delaware,Newark,DE,Other,2020,439078.71267999994
University Of Florida Cogeneration Plant,Gainesville,FL,Power Plants,2018,196256.0310600001
University Of Florida Cogeneration Plant,Gainesville,FL,Power Plants,2019,176629.04318000012
University Of Florida Cogeneration Plant,Gainesville,FL,Power Plants,2020,195543.71074000004
University Of Georgia,Athens,GA,Other,2018,49554.854901200015
University Of Georgia,Athens,GA,Other,2019,49613.75914740003
University Of Georgia,Athens,GA,Other,2020,50285.52162920005
University Of Illinois,Champaign,IL,Other,2018,223513.5542699999
University Of Illinois,Champaign,IL,Other,2019,223104.99154000013
University Of Illinois,Champaign,IL,Other,2020,224310.3331
University Of Illinois At Chicago,Chicago,IL,Other,2018,95357.0649632
University Of Illinois At Chicago,Chicago,IL,Other,2019,100353.60997739999
University Of Illinois At Chicago,Chicago,IL,Other,2020,98491.99969020003
University Of Kansas,Lawrence,KS,Other,2018,21645.378980000005
University Of Kansas,Lawrence,KS,Other,2019,24917.605140000003
University Of Kansas,Lawrence,KS,Other,2020,21983.490240000006
University Of Kentucky,Lexington,KY,Other,2018,84461.05231210002
University Of Kentucky,Lexington,KY,Other,2019,81180.90748200001
University Of Kentucky,Lexington,KY,Other,2020,83098.35657999996
University Of Maine,Orono,ME,Other,2018,29868.714279999986
University Of Maine,Orono,ME,Other,2019,29269.80483999998
University Of Maine,Orono,ME,Other,2020,29101.08189999999
University Of Maryland,College Park,MD,Other,2018,103062.48287999995
University Of Maryland,College Park,MD,Other,2019,105703.44696799996
University Of Maryland,College Park,MD,Other,2020,111053.750184
University Of Michigan,Ann Arbor,MI,Other,2018,250650.73288199995
University Of Michigan,Ann Arbor,MI,Other,2019,259898.51251999996
University Of Michigan,Ann Arbor,MI,Other,2020,259968.57254000017
University Of Mississippi Medical Center,Jackson,MS,Other,2018,25704.54672
University Of Mississippi Medical Center,Jackson,MS,Other,2019,26185.623219999983
University Of Mississippi Medical Center,Jackson,MS,Other,2020,26035.091379999998
University Of Missouri Mu Power Plant,Columbia,MO,Power Plants,2018,148390.50836000004
University Of Missouri Mu Power Plant,Columbia,MO,Power Plants,2019,151668.20634
University Of Missouri Mu Power Plant,Columbia,MO,Power Plants,2020,150472.03530000002
University Of Mn - Twin Cities,Minneapolis,MN,Other,2018,143524.47153999997
University Of Mn - Twin Cities,Minneapolis,MN,Other,2019,131625.019925
University Of Mn - Twin Cities,Minneapolis,MN,Other,2020,138506.33794000003
University Of Nebraska Lincoln (City Campus),Lincoln,NE,Other,2018,31096.6696
University Of Nebraska Lincoln (City Campus),Lincoln,NE,Other,2019,31189.2934
University Of Nebraska Lincoln (City Campus),Lincoln,NE,Other,2020,31850.053419999993
University Of Nebraska Medical Center,Omaha,NE,Other,2018,34173.74003999999
University Of Nebraska Medical Center,Omaha,NE,Other,2019,36163.700179999985
University Of Nebraska Medical Center,Omaha,NE,Other,2020,36296.16903999999
University Of New Hampshire,Durham,NH,Other,2018,17814.436635899998
University Of New Hampshire,Durham,NH,Other,2019,18845.469707700006
University Of New Hampshire,Durham,NH,Other,2020,25627.88903590001
University Of New Mexico,Albuquerque,NM,Other,2018,56816.90968000004
University Of New Mexico,Albuquerque,NM,Other,2019,67465.14437999998
University Of New Mexico,Albuquerque,NM,Other,2020,66233.05854200003
University Of North Dakota Heating Plant,Grand Forks,ND,Power Plants,2018,67878.51299999999
University Of North Dakota Heating Plant,Grand Forks,ND,Power Plants,2019,63393.59550000003
University Of North Dakota Heating Plant,Grand Forks,ND,Power Plants,2020,57336.16207999999
University Of North Texas,Denton,TX,Other,2018,18212.659698700005
University Of North Texas,Denton,TX,Other,2019,31536.9179814
University Of North Texas,Denton,TX,Other,2020,33596.41103359998
University Of Northern Iowa - Power Plant/Main Campus,Cedar Falls,IA,Other,2018,86276.81142000003
University Of Northern Iowa - Power Plant/Main Campus,Cedar Falls,IA,Other,2019,85823.22919050003
University Of Northern Iowa - Power Plant/Main Campus,Cedar Falls,IA,Other,2020,88772.5857103
University Of Notre Dame,Notre Dame,IN,Other,2018,146509.97045999992
University Of Notre Dame,Notre Dame,IN,Other,2019,141372.9472599999
University Of Notre Dame,Notre Dame,IN,Other,2020,139611.04555999988
